PropertyID,NewPropertyID,Property,Address,YearAcquired,OwnedAcres,PolParkFinder,Zip,SubArea,SpecialInfo,ProgramInfo,HistoricalInfo,Phone,AltProperty,PayToPark,Facebook,ActivityCatalog,ConstantContact,latitude,longitude
205,205,Johnson Creek Park,SE 21st Avenue and Clatsop Street,1920,4.52188404,1,97202,SE,Park hours: 5:00am-midnight,,"The Johnson Creek Watershed area was once the home of the Clackamas Indians, a subgroup of the Chinookan speakers who lived in the Columbia River Valley from Celilo Falls to the Pacific Ocean. When Lewis and Clark visited the area in 1806, the Clackamas tribe consisted of about 1,800 people living in 11 villages. Epidemics of smallpox, malaria, and measles reduced this population to 88 by 1851, and in 1855 the tribe signed a treaty surrendering its lands, including Johnson Creek.  By the middle of the 19th century, European American settlers had begun to remove vegetation, build sawmills, fell trees, fill wetlands, and farm along Johnson Creek. The creek is named for one of these newcomers, William Johnson, who in 1846 settled in what later became the Lents neighborhood and operated a water-powered sawmill. In early 1848 Lot Whitcomb, who would later found Milwaukie, filed a donation land claim and built a sawmill near the confluence of Johnson Creek and the Willamette River. In 1886, plans were made for train tracks along the creek. In 1903, the Springwater Division Line, also known as the Portland Traction Company Line, the Cazadero Line, and the Bellrose Line, was built along Johnson Creek to provide rail transport for passengers and freight. Sellwood, Eastmoreland, Lents, and Pleasant Valley were among the new communities that grew up along the line. By the 1920s, housing began to replace creekside farms, a trend that has continued. <p>",,Johnson Creek Park,,,,,45.460599,-122.642316
207,207,Johnson Lake Property,NE Glass Plant Road and Simpson Street,1996,15.19542127,0,97218,NE,,,"Harry Johnson purchased the lake in 1911. Over a half a century ago this lake was the recreational center of the area. The lake, which is fed with 20 springs, was so clear that you could see the bottom of the lake. The springs in the shallow areas were so strong that the water resembled bubbling fountains. People rented boats to play, fish, and swim on the clear waters. There was a beach house where they could change, a dance hall where they could recreate. In the late 1940s the dance hall burned down, but the community still enjoyed the lake for a number of years.  With the Vanport Flood in 1948, the lake was flooded by the slough and became murky. In the 1950s, Owens-Illinois (glass factory) purchased the land to the south and west of the lake and the area where the lake flows into the slough system from Mr. Johnson. The following year, a mysterious 'sludge' began appearing on the lake (Owens-Illinois was eventually fined for this). This began what seemed to be a lifelong issue between Harry Johnson and Owens-Illinois. In the 1960s, Mr. Johnson constructed a logjam around the outflow pipes where Owens-Illinois dumped into the lake in an attempt to try to keep the oil and surface pollutants from spreading across the surface of the lake. At that time the neighborhood kids were still swimming and fishing on this lake.  When I-205 was constructed in the late 1960s–early 1970s, a portion of the lake and a small stream that flowed into it were filled in. Over the next two decades, fishermen continued to spend time on the lake until they noticed that the fish they were catching had sores on them. In 1996 the City of Portland purchased Harry Johnson's half of the lake from his daughter, Dorothy Thoreson, and it became an environmentally protected area. In 1997, a number of people got together and planted 1,000 trees on the property. A class of students from Madison High School did a study on the history of the lake and did testing on the water quality. Volunteers continue to try to keep the blackberry vines under control.  PP&R, Bureau of Environmental Services, Oregon Department of Environmental Quality, and the Columbia Slough Watershed Council are involved in trying to recover the lake and the surrounding habitat. A consortium of these agencies and the neighborhood associations for Parkrose, Sumner, and Cully are committed to this effort.  <I>(Information provided by Marcy Emerson-Peters)</I>",,Johnson Lake Property,,,,,45.5656,-122.561166
209,209,Kelley Point Park,N Marine Drive and Lombard Street,1984,104.69019694,1,97203,N,"Park Hours: 6:00 AM - 10:00 PM  <p><img src=""/shared/cfm/image.cfm?id=587812"" alt="""" width=""100%"" /></p> Park users are prohibited from entering the water at Kelley Point Park due to unsafe and unpredictable conditions.  To reserve a picnic area, call 503-823-2525. <a href=""http://www.portlandonline.com/parks/index.cfm?c=38301""  target=""_blank"">Picnic Site Maps & Info</a>",,"New Englander Hall Jackson Kelley (1790-1874) was one of the most vocal advocates for Oregon in the first half of the 19th century. In 1828 he published <I>Settlement on the Oregon River</I>, and nine more pamphlets on a similar theme over the next 40 years. A bit deranged, he spent most of his life bitterly trying to win notice - and payment - for having sparked American interest in the Pacific Northwest.  Kelley visited Oregon briefly in 1834. During that time, Sellwood, Milwaukie, and Oregon City were all vying with Portland to be the main city at the north end of the Willamette.  Among these was Kelley's unsuccessful attempt to establish a city at the confluence of the Willamette and Columbia Rivers. In 1926 this site was named Kelley Point.  Kelley Point Park was originally owned by the Port of Portland which covered the flood-prone peninsula with tons of river dredgings. The site that was once envisioned as a city is now a park on an isolated tip of land.",,Kelley Point Park,,,,,45.645945,-122.764168
210,210,Kelly Butte Natural Area,SE 103rd Avenue and Clinton Street,1954,23.34230646,1,97266,OE,,,"This site is named after pioneer Clinton Kelly, who settled this donation land claim east of the Willamette river in 1848.",,Kelly Butte Natural Area,,,,,45.500687,-122.555052
213,213,Kenilworth Park,SE 34th Avenue and Holgate Blvd,1909,8.39543786,1,97202,SE,"Park hours: 5:00am-midnight  To reserve a sports field, call 503-823-2525.  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 200 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area - Fenced  <i>Play Equipment</i> - Transfer station  <i>Other Amenities</i> - Accessible picnic table",,"The land occupied by Kenilworth Park and most of the Kenilworth neighborhood was part of the land claim owned by Clinton Kelly, a Methodist minister from Kentucky who settled in the area in 1848. In 1909 the Portland Park Board purchased 9 acres from Kelly with funds from a 1908 bond measure created specifically to acquire land for parks in Portland.  The park and the neighborhood, platted in 1889, are named after Sir Walter Scott's 1821 novel <I>Kenilworth</I>, a romantic novel set in Elizabethan England. Many of the streets in the neighborhood took their names from this novel and other novels by Scott.  In 1910, Park Superintendent Emanuel Mische created a design for the park that was inspired by the park's natural topography and vegetation. The design included a bandstand, tennis courts, sports field, wading pool and play area, sand courts, walkways, and vista points. In 1912 a comfort station pavilion was added and remains an important historic feature of the park. Designed by Ellis Lawrence in the 20th Century Classic style, it is significant for its cubist form and decorative brickwork arches. Originally the arches were open and provided unobstructed views of the city; in 1983, in order to curb vandalism, metal doors were added to close off the pavilion when not in use. Today, the basic layout of the park remains intact and is indicative of the strength and appeal of Mische's original design. <p>",,Kenilworth Park,,,,,45.491339,-122.631265
214,214,Kennedy Community Garden,NE 35th Avenue and Jessup Street,1999,0.35916834,1,97211,NE,,,,5038231612,Kennedy Community Garden,,PDXcommunitygardens,,,45.564232,-122.628952
215,215,Kenton Park,8417 N Brandon Avenue,1941,12.39881453,1,97217,N,"Park hours: 5:00am-midnight  This park has a splash pad - <a href=""https://www.portlandoregon.gov/parks/article/578662""  target=""_blank"">click here for hours and more information</a>.  <b>Play Area</b> - Universally-accessible unitary play surfacing   <b>Play Equipment</b> - universally-accessible play equipment and play features  - universally-accessible adaptive swing  - sensory play elements  To reserve a sports field, call 503-823-2525.",,"In 2018, Kenton Park’s playground was fully renovated, including the addition of new accessibility features, with funding from the 2014 Parks Replacement Bond.",,Kenton Park,,,,,45.583451,-122.69068
216,216,Kern Park,SE 67th Avenue and Center Street,1940,1.62426934,1,97206,SE,"Park hours: 5:00am-midnight  To reserve a sports field, call 503-823-2525.  <b>Accessibility Information</b>  <i>Parking</i> - Parking lot - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements",,"According to Eugene E. Snyder's Portland Names and Neighborhoods, this park was named for the Kern Park real estate subdivision plat, laid out in 1903 by the Sycamore Real Estate Company. <p>",,Kern Park,,,,,45.493421,-122.594846
217,217,King School Park,NE 6th Avenue and Humboldt Street,1979,2.63711314,1,97211,NE,"Park hours: 5:00am-midnight  To reserve a sports field, call 503-823-2525.",,"Both the school and the park are named in honor of Dr. Martin Luther King, Jr.",,King School Park,,,,,45.55724,-122.660032
218,218,Kingsley D Bundy Property,SE 141st Avenue and Claybourne Street,1975,6.98832988,0,97236,OE,,,"This property was donated to the city by Mr. and Mrs. Kingsley D. Bundy and their daughter and son-in-law, Mr. and Mrs. Fred Van Raden. Bundy, a mailman of 41 years, had dreamed of one day giving the land so that others could enjoy this forest along Johnson Creek.",,Kingsley D. Bundy Property,,,,,45.474005,-122.518187
219,219,Kingsley Park,NW St. Helens Road,1924,1.13233903,0,97231,CC/NW,Park hours: 5:00am-midnight,,"Kingsley Park is named after Edward D. and Charlotte W. Kingsley, who donated the park to the children of the Linnton area ""in consideration of civic pride and the general public good and welfare."" Kingsley was a pioneer lumberman who first passed through Portland in 1898 on his way to the Klondike. He returned to his home in Freeport, Illinois, gathered up his wife and children, and traveled to Oregon, this time for good. In 1905 he founded the West Oregon Lumber Company in Linnton. <p>",,Kingsley Park,,,,,45.604788,-122.789986
